Time,Nowcast,5Perc,95Perc
01-Aug-2006,0.00362260395880537,0.000497866819949441,0.00784447001626539
01-Sep-2006,0.00357049517073713,0.000445758031881201,0.00779236122819715
01-Oct-2006,0.00344246878705111,0.000317731648195182,0.00766433484451113
01-Nov-2006,0.0031700536145642,4.53164757082641e-05,0.00739191967202421
01-Dec-2006,0.00314802463674375,2.3287497887819e-05,0.00736989069420376
01-Jan-2007,0.00753799458566489,0.00441325744680896,0.0117598606431249
01-Feb-2007,0.015158714390615,0.0120339772517591,0.019380580448075
01-Mar-2007,0.0187585130893561,0.0156337759505002,0.0229803791468162
01-Apr-2007,0.00663211986414234,0.00350738272528641,0.0108539859216024
01-May-2007,-0.00173882161118441,-0.00486355875004034,0.00248304444627561
01-Jun-2007,-0.0026598788001486,-0.00578461593900453,0.00156198725731142
01-Jul-2007,-0.000996806294968495,-0.00412154343382443,0.00322505976249152
01-Aug-2007,0.00330039613075726,0.000175658991901324,0.00752226218821727
01-Sep-2007,0.00384866473492151,0.000723927596065573,0.00807053079238152
01-Oct-2007,0.00178139580317909,-0.00134334133567684,0.0060032618606391
01-Nov-2007,0.00070918603209472,-0.00241555110676121,0.00493105208955473
01-Dec-2007,0.000386978052457293,-0.00273775908639864,0.00460884410991731
01-Jan-2008,-0.000704514725439744,-0.00382925186429568,0.00351735133202027
01-Feb-2008,-0.0027766821976218,-0.00590141933647773,0.00144518385983822
01-Mar-2008,-0.00276871394959751,-0.00589345108845344,0.0014531521078625
01-Apr-2008,0.0034368728209028,0.000312135682046864,0.00765873887836281
01-May-2008,0.00998848041647688,0.00686374327762095,0.0142103464739369
01-Jun-2008,0.0100984556516064,0.00697371851275049,0.0143203217090664
01-Jul-2008,-0.000318365593132921,-0.00344310273198885,0.00390350046432709
01-Aug-2008,-0.0113368349905702,-0.0144615721294261,-0.00711496893311019
01-Sep-2008,-0.0122575142121103,-0.0153822513509662,-0.0080356481546503
01-Oct-2008,-0.0163144485553531,-0.0194391856942091,-0.0120925824978931
01-Nov-2008,-0.0180076846849335,-0.0211324218237894,-0.0137858186274735
01-Dec-2008,-0.0180263755589406,-0.0211511126977966,-0.0138045095014806
01-Jan-2009,-0.0263344340577687,-0.0294591711966246,-0.0221125680003087
01-Feb-2009,-0.0239691132147339,-0.0270938503535898,-0.0197472471572739
01-Mar-2009,-0.0238220768096498,-0.0269468139485057,-0.0196002107521897
01-Apr-2009,-0.0287884136262254,-0.0319131507650814,-0.0245665475687654
01-May-2009,-0.0242473054719006,-0.0273720426107565,-0.0200254394144406
01-Jun-2009,-0.0230643740643671,-0.026189111203223,-0.0188425080069071
01-Jul-2009,-0.0108905973329501,-0.014015334471806,-0.00666873127549004
01-Aug-2009,-0.00190760601152663,-0.00503234315038256,0.00231426004593338
01-Sep-2009,0.00108274777595871,-0.00204198936289722,0.00530461383341873
01-Oct-2009,0.00330527075092359,0.000180533612067657,0.0075271368083836
01-Nov-2009,0.00348916487000464,0.00036442773114871,0.00771103092746466
01-Dec-2009,0.00579726721529098,0.00267253007643505,0.010019133272751
01-Jan-2010,0.00371938160157018,0.000594644462714251,0.0079412476590302
01-Feb-2010,0.0024579631198735,-0.000666774018982429,0.00667982917733352
01-Mar-2010,0.00368293118484494,0.000558194045989008,0.00790479724230495
01-Apr-2010,0.00563396431619451,0.00250922717733857,0.00985583037365452
01-May-2010,0.00238881670024929,-0.00073592043860664,0.0066106827577093
01-Jun-2010,0.00230318525759835,-0.000821551881257577,0.00652505131505837
01-Jul-2010,0.00403379849419778,0.000909061355341844,0.00825566455165779
01-Aug-2010,0.00671813276817214,0.00359339562931621,0.0109399988256322
01-Sep-2010,0.00625179948736191,0.00312706234850598,0.0104736655448219
01-Oct-2010,0.00426370961400795,0.00113897247515201,0.00848557567146796
01-Nov-2010,0.00108945762507849,-0.00203527951377744,0.00531132368253851
01-Dec-2010,0.000337659820483214,-0.00278707731837272,0.00455952587794323
01-Jan-2011,0.0045202399134582,0.00139550277460226,0.00874210597091821
01-Feb-2011,0.0111490722945898,0.0080243351557339,0.0153709383520498
01-Mar-2011,0.0108495487301394,0.00772481159128344,0.0150714147875994
01-Apr-2011,0.00849365881900585,0.00536892168014991,0.0127155248764659
01-May-2011,0.00435664841472328,0.00123191127586735,0.0085785144721833
01-Jun-2011,0.00370565306275137,0.000580915923895441,0.00792751912021139
01-Jul-2011,0.000222377695401756,-0.00290235944345418,0.00444424375286177
01-Aug-2011,-0.00334152512482453,-0.00646626226368046,0.000880340932635483
01-Sep-2011,-0.00364442180784358,-0.00676915894669951,0.000577444249616436
01-Oct-2011,-0.00587996919542135,-0.00900470633427728,-0.00165810313796134
01-Nov-2011,-0.00423049146754045,-0.00735522860639639,-8.62541008044091e-06
01-Dec-2011,-0.0052213884139256,-0.00834612555278153,-0.000999522356465588
01-Jan-2012,-0.00789795974339349,-0.0110226968822494,-0.00367609368593348
01-Feb-2012,-0.00965576201323503,-0.012780499152091,-0.00543389595577501
01-Mar-2012,-0.00969146485979795,-0.0128162019986539,-0.00546959880233793
01-Apr-2012,-0.0115666363105092,-0.0146913734493651,-0.00734477025304919
01-May-2012,-0.011831676735519,-0.014956413874375,-0.00760981067805901
01-Jun-2012,-0.0103801365428056,-0.0135048736816616,-0.00615827048534563
01-Jul-2012,-0.00731752584025852,-0.0104422629791145,-0.00309565978279851
01-Aug-2012,-0.00767386288679782,-0.0107986000256537,-0.0034519968293378
01-Sep-2012,-0.00698741658558417,-0.0101121537244401,-0.00276555052812415
01-Oct-2012,-0.00793048785995831,-0.0110552249988142,-0.0037086218024983
01-Nov-2012,-0.00698254874984974,-0.0101072858887057,-0.00276068269238973
01-Dec-2012,-0.00860715650777289,-0.0117318936466288,-0.00438529045031288
01-Jan-2013,-0.0072989908137764,-0.0104237279526323,-0.00307712475631639
01-Feb-2013,-0.00629695973601551,-0.00942169687487144,-0.0020750936785555
01-Mar-2013,-0.0061874515519093,-0.00931218869076524,-0.00196558549444929
01-Apr-2013,-0.00750332199800681,-0.0106280591368627,-0.0032814559405468
01-May-2013,-0.00897296770872059,-0.0120977048475765,-0.00475110165126058
01-Jun-2013,-0.00948929046546517,-0.0126140276043211,-0.00526742440800515
01-Jul-2013,-0.00437075528218054,-0.00749549242103647,-0.000148889224720523
01-Aug-2013,0.00110957274085002,-0.00201516439800591,0.00533143879831003
01-Sep-2013,0.00237991481652881,-0.000744822322327122,0.00660178087398882
01-Oct-2013,0.00343719815411106,0.00031246101525513,0.00765906421157108
01-Nov-2013,0.00345445220069514,0.000329715061839213,0.00767631825815516
01-Dec-2013,0.00237541359489666,-0.000749323543959275,0.00659727965235667
01-Jan-2014,0.000621237768582248,-0.00250349937027368,0.00484310382604226
01-Feb-2014,-0.000587742908115447,-0.00371248004697138,0.00363412314934457
01-Mar-2014,-0.000461695506865839,-0.00358643264572177,0.00376017055059418
01-Apr-2014,0.000725189835846824,-0.00239954730300911,0.00494705589330684
01-May-2014,-0.00099380534601815,-0.00411854248487408,0.00322806071144186
01-Jun-2014,-0.00110758264754795,-0.00423231978640389,0.00311428340991206
01-Jul-2014,-0.000649669711276895,-0.00377440685013283,0.00357219634618312
01-Aug-2014,-0.000279818232271449,-0.00340455537112738,0.00394204782518856
01-Sep-2014,-0.000372205373123284,-0.00349694251197922,0.00384966068433673
01-Oct-2014,6.95696764625021e-05,-0.00305516746239343,0.00429143573392252
01-Nov-2014,7.41013696851179e-05,-0.00305063576917081,0.00429596742714513
01-Dec-2014,0.000164429877501689,-0.00296030726135424,0.0043862959349617
01-Jan-2015,-0.000576620610059539,-0.00370135774891547,0.00364524544740047
01-Feb-2015,-0.00115771749582856,-0.00428245463468449,0.00306414856163146
01-Mar-2015,-0.000817282280365401,-0.00394201941922133,0.00340458377709461
01-Apr-2015,0.000995441821577727,-0.0021292953172782,0.00521730787903774
01-May-2015,0.00375960984612083,0.000634872707264898,0.00798147590358084
01-Jun-2015,0.00533619807391261,0.00221146093505668,0.00955806413137262
01-Jul-2015,0.00343573461585118,0.000310997476995251,0.0076576006733112
01-Aug-2015,0.0035343842891352,0.000409647150279272,0.00775625034659522
01-Sep-2015,0.00297461411448465,-0.00015012302437128,0.00719648017194466
01-Oct-2015,0.000993884710437841,-0.00213085242841809,0.00521575076789785
01-Nov-2015,0.000312359409556833,-0.0028123777292991,0.00453422546701685
01-Dec-2015,0.00198072100795653,-0.0011440161308994,0.00620258706541654
01-Jan-2016,0.00366654729169687,0.000541810152840935,0.00788841334915688
01-Feb-2016,0.00415965677597904,0.0010349196371231,0.00838152283343905
01-Mar-2016,0.00408573760402164,0.000961000465165705,0.00830760366148165
01-Apr-2016,0.00290829674324436,-0.000216440395611575,0.00713016280070437
01-May-2016,0.00136294759675486,-0.00176178954210107,0.00558481365421487
01-Jun-2016,0.00302182802383328,-0.000102909115022655,0.00724369408129329
01-Jul-2016,0.00260136868009651,-0.000523368458759419,0.00682323473755653
01-Aug-2016,0.00231106675299268,-0.000813670385863251,0.00653293281045269
01-Sep-2016,0.00288216998943185,-0.000242567149424079,0.00710403604689187
01-Oct-2016,0.00500931289922477,0.00188457576036884,0.00923117895668479
01-Nov-2016,0.00848957465523544,0.0053648375163795,0.0127114407126954
01-Dec-2016,0.00767737427895349,0.00455263714009755,0.0118992403364135
01-Jan-2017,0.00541001619918096,0.00228527906032503,0.00963188225664097
01-Feb-2017,0.00688633767743594,0.00376160053858,0.011108203734896
01-Mar-2017,0.0069921674448261,0.00386743030597017,0.0112140335022861
01-Apr-2017,0.00496856512581493,0.001843827986959,0.00919043118327494
01-May-2017,0.00429083151253265,0.00116609437367672,0.00851269756999267
01-Jun-2017,0.0038814141467862,0.000756677007930272,0.00810328020424622
01-Jul-2017,0.00314558408111649,2.08469422605618e-05,0.00736745013857651
01-Aug-2017,0.0040979269066868,0.000973189767830873,0.00831979296414682
01-Sep-2017,0.00425819979251054,0.00113346265365461,0.00848006584997056
01-Oct-2017,0.00308139025353363,-4.33468853222991e-05,0.00730325631099365
01-Nov-2017,0.00233872693721001,-0.000786010201645921,0.00656059299467002
01-Dec-2017,0.00187371734848043,-0.0012510197903755,0.00609558340594045
01-Jan-2018,0.00411342540433187,0.000988688265475935,0.00833529146179188
01-Feb-2018,0.00592009948467189,0.00279536234581596,0.0101419655421319
01-Mar-2018,0.00642035057743973,0.0032956134385838,0.0106422166348997
01-Apr-2018,-0.000480135352535735,-0.00360487249139167,0.00374173070492428
01-May-2018,-0.00234900917138742,-0.00547374631024335,0.00187285688607259
01-Jun-2018,-0.00219593279102732,-0.00532066992988325,0.0020259332664327
01-Jul-2018,0.00223123677551177,-0.000893500363344166,0.00645310283297178
01-Aug-2018,0.00289008972855983,-0.000234647410296099,0.00711195578601985
01-Sep-2018,0.00350699845953384,0.000382261320677904,0.00772886451699385
01-Oct-2018,0.00115306403819194,-0.00197167310066399,0.00537493009565195
01-Nov-2018,-0.0010446739444347,-0.00416941108329063,0.00317719211302531
01-Dec-2018,-0.000688283687582419,-0.00381302082643835,0.00353358236987759
01-Jan-2019,-8.00879613951932e-06,-0.00313274593499545,0.00421385726132049
01-Feb-2019,0.00494419098823197,0.00181945384937604,0.00916605704569198
01-Mar-2019,0.00544381307903274,0.0023190759401768,0.00966567913649275
01-Apr-2019,0.00306011171287368,-6.46254259822499e-05,0.0072819777703337
01-May-2019,0.00202603917612047,-0.00109869796273546,0.00624790523358049
01-Jun-2019,0.00174259888477694,-0.00138213825407899,0.00596446494223696
01-Jul-2019,0.00293893264050727,-0.000185804498348665,0.00716079869796728
01-Aug-2019,0.00275701143186112,-0.000367725706994811,0.00697887748932113
01-Sep-2019,0.00275422185168932,-0.000370515287166614,0.00697608790914933
01-Oct-2019,-0.000732202782341994,-0.00385693992119793,0.00348966327511802
01-Nov-2019,-0.00401797413896564,-0.00714271127782158,0.000203891918494369
01-Dec-2019,-0.00356548238426199,-0.00669021952311792,0.000656383673198021
01-Jan-2020,-0.00378538510523738,-0.00691012224409332,0.000436480952222629
01-Feb-2020,-0.003722688417859,-0.00684742555671493,0.000499177639601014
01-Mar-2020,-0.00470244152229779,-0.00782717866115372,-0.000480575464837778
01-Apr-2020,-0.0370794550631416,-0.0402041922019975,-0.0328575890056816
01-May-2020,-0.041468827830418,-0.0445935649692739,-0.037246961772958
01-Jun-2020,-0.0242158450278331,-0.027340582166689,-0.0199939789703731
01-Jul-2020,0.0452963454594418,0.0421716083205858,0.0495182115169018
01-Aug-2020,0.0680307924796544,0.0649060553407985,0.0722526585371145
01-Sep-2020,0.0607948416627428,0.0576701045238868,0.0650167077202028
01-Oct-2020,0.0179489688276388,0.0148242316887828,0.0221708348850988
01-Nov-2020,-0.000631387128860003,-0.00375612426771593,0.00359047892860001
01-Dec-2020,-0.00154819617295003,-0.00467293331180596,0.00267366988450998
01-Jan-2021,0.000609332621173418,-0.00251540451768251,0.00483119867863343
01-Feb-2021,0.000655127504595896,-0.00246960963426004,0.00487699356205591
01-Mar-2021,-0.000433639725305955,-0.00355837686416189,0.00378822633215406
01-Apr-2021,0.00863763353404617,0.00551289639519023,0.0128594995915062
01-May-2021,0.0165104097537911,0.0133856726149352,0.0207322758112511
01-Jun-2021,0.0174768326774042,0.0143520955385483,0.0216986987348642
01-Jul-2021,0.0236098307184492,0.0204850935795932,0.0278316967759092
01-Aug-2021,0.023469743976047,0.020345006837191,0.027691610033507
01-Sep-2021,0.0215683399131692,0.0184436027743132,0.0257902059706292
01-Oct-2021,0.0297582400150311,0.0266335028761751,0.0339801060724911
01-Nov-2021,0.0301889619597727,0.0270642248209168,0.0344108280172327
01-Dec-2021,0.0297056800131625,0.0265809428743066,0.0339275460706225
01-Jan-2022,0.0224379170444338,0.0193131799055778,0.0266597831018938
01-Feb-2022,0.00891118433736322,0.00578644719850729,0.0131330503948232
01-Mar-2022,0.0102273172820867,0.00710258014323073,0.0144491833395467
01-Apr-2022,0.00261870964030686,-0.000506027498549076,0.00684057569776687
01-May-2022,0.00379288768186535,0.000668150543009421,0.00801475373932537
01-Jun-2022,0.00635237319643039,0.00322763605757446,0.0105742392538904
01-Jul-2022,0.0115861029515596,0.00846136581270369,0.0158079690090196
01-Aug-2022,0.0147302524393721,0.0116055153005161,0.0189521184968321
01-Sep-2022,0.0147185651523597,0.0115938280135038,0.0189404312098197
01-Oct-2022,0.00887946478283447,0.00575472764397854,0.0131013308402945
01-Nov-2022,0.00524043122877167,0.00211569408991574,0.00946229728623168
01-Dec-2022,0.00394556951778386,0.000820832378927928,0.00816743557524387
01-Jan-2023,0.00065028353188957,-0.00247445360696636,0.00487214958934958
01-Feb-2023,-0.00297763218216071,-0.00610236932101664,0.0012442338752993
01-Mar-2023,-0.00399527390815733,-0.00712001104701326,0.000226592149302684
01-Apr-2023,-0.000896744532992049,-0.00402148167184798,0.00332512152446797
01-May-2023,0.00342604161507974,0.000301304476223809,0.00764790767253975
01-Jun-2023,0.00332351792592894,0.000198780787073004,0.00754538398338895
01-Jul-2023,-0.00161332317327593,-0.00473806031213186,0.00260854288418409
01-Aug-2023,-0.00323242412562042,-0.00635716126447635,0.000989441931839594
01-Sep-2023,-0.00172241141548403,-0.00484714855433996,0.00249945464197599
01-Oct-2023,0.00102876685664368,-0.00209597028221225,0.00525063291410369
01-Nov-2023,0.00141271660529877,-0.00171202053355716,0.00563458266275879
01-Dec-2023,0.00170983607058407,-0.00141490106827186,0.00593170212804408
01-Jan-2024,0.00167155505490034,-0.00145318208395559,0.00589342111236036
01-Feb-2024,7.48770931281348e-05,-0.0030498600457278,0.00429674315058815
01-Mar-2024,-0.000348808096114097,-0.00347354523497003,0.00387305796134592
01-Apr-2024,0.00159776813460036,-0.00152696900425557,0.00581963419206038
01-May-2024,0.00326150680234829,0.000136769663492354,0.0074833728598083
01-Jun-2024,0.00405645106305277,0.000931713924196838,0.00827831712051278
01-Jul-2024,0.0027418436754763,-0.000382893463379629,0.00696370973293632
01-Aug-2024,0.00125574565195146,-0.00186899148690447,0.00547761170941147
01-Sep-2024,0.00180159740455529,-0.00132313973430065,0.0060234634620153
01-Oct-2024,0.00203813991927728,-0.00108659721957865,0.0062600059767373
01-Nov-2024,0.00216166733365699,-0.000963069805198944,0.006383533391117
